腾迅体育,#genre#
 2025-07-25 14:00:00_NBA经典赛_NBA历史精彩回顾：库里爆砍30分率队4-1横扫掘金,http://one.loiey.top:55488/txsport/100002:20255504/343083/1388235500.m3u8?txtoken=795b992a8ff6c64b8702eca174704adca97f7c7327037feaeb30c147e0555024fbcaa7c334627ad78f0e2a036b2c707a8de5edb5b6d5b0e66ce9099262ebc682ceb100c4aadd59431e194c47b86f7866901a1fd951bf0aca35a20f3d51b7eb67de5202eceac0adb2171b64930f3aa27ef8835a7258b6b240cfb4c4f674
 2025-07-25 16:00:00_NBA经典赛_NBA历史精彩回顾：哈登独揽50+5力挽狂澜统治末节,http://one.loiey.top:55488/txsport/100002:20255505/343084/1388235800.m3u8?txtoken=c7c22996774cec79cc501491f97cdf90f7e803e6509d5528873d16aee41f3576bc9c0f26c4779ddd7056512961cbd88f7056490116cae5682852baa6fe73990d9777706f7125e265b5d5388bb58cf60ec1e54b20b654de13dbe6b5e01968fc98c34fefdce07d079842d77df210972f117c91e656c97f208fd982a0c768
 2025-07-25 17:00:00_WTA250布拉格站1/4决赛_贝莱克 vs 王欣瑜_刘钟鸣,http://one.loiey.top:55488/txsport/100308:22734/343117/1773407200.m3u8?txtoken=09a63b49d5825a20b76c6b67b69dc1baec749f0926162f14ffacfb6568e1e579e56e336cfe503550a553f6a6159d11456f6645318f3bee9365fc146a191b3a37947e34e535ad7b6a5bdee0f6e7f8f9c6381eece3c7c9a8d57a9ac8e8a6806e312dd6f074b66bc22e15ed9a94a0d15c784ad6af74326a74f2b3780274d3
 2025-07-25 17:00:00_WTA250布拉格站1/4决赛_贝莱克 vs 王欣瑜_英文解说,http://one.loiey.top:55488/txsport/100308:22734/343117/1388722000.m3u8?txtoken=340d9b2f0a569c6229a3e26a3d546fc70fd976b00ae785d26b0c0e8e05a6c38d6bd6e4bf9ecbaaa194a94baa1630a14a186e782e180ebc841df9be003ebf76b619d07212a2c4580ffd7d0a03c77bf8e74471384c136e226fae05e495481d9dfb8a3efc2bd6ef9d80299a1899c1e56219e596f09dc8601a4e0d22a3fca1
 2025-07-25 17:00:00_WTA250布拉格站1/4决赛_贝莱克 vs 王欣瑜_赛场原声,http://one.loiey.top:55488/txsport/100308:22734/343117/1388721900.m3u8?txtoken=5548041c880c84ca4cb7fe4976dc6a79aa5d979861d2df15d66203a5ec97c47c59ee3ea7ab8fb8e495aa84293ca3031e5674f889b884b76e6888df6f82b0f17a7518269c058acea924d74c45dc2765b3805533f9fdaa1c09f0a8687b6d933b83f83fca91b0c4dad31cceb3b33d31f003e1b58f10ca424cfef8682c1a8b
 2025-07-25 17:00:00_LPL第三赛段组内赛_LPL第三赛段组内赛第七比赛日,http://one.loiey.top:55488/txsport/100002:20255433/342646/1772617100.m3u8?txtoken=d48d2f3b579f8c0b0a6cecd1682285041e2336c2cf7fc80601c8a7787310275e99bc497821367c69f1860c50e4b4e646eae97ce293fedd531787097a1c1f485292b90ab71a3c02fb9e186b27f4644c4d565bc4ad17113770a221eafe3846dc1eb9ebc554c1ffc71c21b61fbc9edbea7db7d9f0547ced04e1af3b46841e
 2025-07-25 18:00:00_NBA经典赛_NBA历史精彩回顾：杜兰特48分踩线三分绝平加时惜败雄鹿,http://one.loiey.top:55488/txsport/100002:20255506/343085/1772911400.m3u8?txtoken=1cf7c0fc1c509323c64cc477dd72f3c0ed39371bfff6b951204627b2df2be50f4df80f15d2e6562775cace41afca5c8f86984d6e4a1653e1abd5be63ed847ec73acd5c0a897c54da216081008c9718a43e2fbe310bea00f5180b7ec5efe8b4ccbab73b065ea4994369d05107b7786469bcb5f94edfe855b97b0c581a62
 2025-07-25 18:30:00_F1比利时站_F1比利时大奖赛练习赛_邱超,http://one.loiey.top:55488/txsport/100360:2100084/341714/1387708000.m3u8?txtoken=3f1785cc1a7559e4d2782ea624f4a71c414f8acdac500b11bc50ae265c6dd4e3c4274a8b51820e25d0cb07df326241562c74e31a5ed5a949fcde6a5e78293860cf10ba605743c183e511a7d163cc4bc2c597e0d137c3c5c3da367d84ff96d8a161ff0b726c70366b2712ad7ff2c960f0be2f03ca00d6da0bfb78614a4f
 2025-07-25 18:30:00_F1比利时站_F1比利时大奖赛练习赛_车载镜头,http://one.loiey.top:55488/txsport/100360:2100084/341714/1387708200.m3u8?txtoken=4a98d851e34b53bf05e63c1245d200fc8c55d567fc67092a58bc50ad680c85af1739dfcfb0a4f8cf5104c974c8d1af7a7a82c557e05414b2108947dcca892ea829c7f8b8af0975060d4eaf0d8d9742b50015707160abf0408b473f86b6520a7c3670ed6e6f4c38d8d178bbe72ce8a28cb0df7ef67eabcd3a7d00b1910d
 2025-07-25 18:30:00_F1比利时站_F1比利时大奖赛练习赛_圈速信息,http://one.loiey.top:55488/txsport/100360:2100084/341714/1772393500.m3u8?txtoken=b530a0804abdfa3f330bb9fd9bbea28a72fe932e921691a8283cc923e1e1232152a68bc2b23454a5d5dfe4b9b6229d8e9bb8466d4a8f2a8e478e26221a47185198fa8b9d2848da3dd33958c749711b3ad1abacceb8506ef43217bf94574d2591ff04a7c6e537609c91a5d9a2cf67e6b5f26e17834cac4a145f250c66ad
 2025-07-25 18:30:00_F1比利时站_F1比利时大奖赛练习赛_车手位置,http://one.loiey.top:55488/txsport/100360:2100084/341714/1387708300.m3u8?txtoken=6eeb763d4da2de1485e9f6d01e40f32736cd62488607e4e04297cd3a0f3d50d4e8840ac229f0d55d4a8219dcc31fcd7e59f33a45eb951f676e9102498a49fde54158681c2f553c293d90c7941636548efe671d0fdd56108760c8525d1ac21e1b7420fc2539f5543807fa5d42d8e63745861f8a634dd291eba9e88945a3
 2025-07-25 18:30:00_F1比利时站_F1比利时大奖赛练习赛_维修区,http://one.loiey.top:55488/txsport/100360:2100084/341714/1387708400.m3u8?txtoken=42815a18b22e5c47048d90ec4d4757b2dd7c257f467b8f4a0700e07332d2383161fa4779fa9eaa53273fcd3686c0485d306bbca5cb435a3c5ad1639a322711e6f80511629412029a90cbc40512e6b5c2a865f94edb7d07552e8a360d6b5803f2c34391c68d9abfe96f9c6ffa39f74fe581cbd297d2c54f65671ca44b53
 2025-07-25 18:30:00_2025乒超联赛第二阶段_乒超第一日男团：上海vs福建 樊振东许昕出战,http://one.loiey.top:55488/txsport/100002:20255520/343094/1772918600.m3u8?txtoken=9173032ba852642e2b082f2f63658fa440273d3c1c7d03494fd62b7f0e2b751924f79fb0e518824448304564147e1c760ae8bed3070cace7c588056b8988b65366d99315b9da61a21ed8823006e63a647cc18433ce755ad05039667035eca99790af497b1202f5d998d8af96c1c5be036dfe976ccb7433c754b5186a7f
 2025-07-25 18:30:00_2025乒超联赛第二阶段_乒超第一日男团：黄石vs山东,http://one.loiey.top:55488/txsport/100002:20255521/343095/1772919700.m3u8?txtoken=fb83a8d1db7df0cb8a4a2a8bcc00ae86289c3b247e33dc1e85894ab69951647a39b5a08676ef4472ba7c08ba99ff562b392ed4bb1126673123bc6ff1792441a4c697471568f7e66ae7f5d5f8f6e8d288d17e34ebb0ce04fefeaba55468526f35a763939ee27144a7311a3f62a625ac02c0f6c401fa302df1c2aa3cb87b
 2025-07-25 18:30:00_2025乒超联赛第二阶段_乒超第一日女团：山东vs深圳 孙颖莎王曼昱陈幸同出战,http://one.loiey.top:55488/txsport/100002:20255522/343097/1388242900.m3u8?txtoken=f938ad609eb51b3aeddee2fd2b21addbd5e5de79cd100269cc871c1857b08d9abf74a653c536c7bf1cd3e53031256694c641fe725f1212cdec96ab27f97ce147119844d2b1c1dca5d901953cebb5af63a127ae4b4b91acfaaa1176fe1187a49d231c2725a69798b4a15a5b4dd2a9a595c979ce2352d10a3ae4d6975610
 2025-07-25 18:30:00_2025乒超联赛第二阶段_乒超第一日男团：汕头vs安徽 林高远出战,http://one.loiey.top:55488/txsport/100002:20255523/343099/1772921100.m3u8?txtoken=ea2e61459c683b8723c0dc43610f8c47a113197e800787a932f930e0385be0baa15192c38e1d429612ac3e959dd3c8b2eb02e1edf5b0219acaf0b063c8efdcd9a2ff390ca658c12089f20dcb50fa3859ca5b80ccc5f01f0b031482488f5a66dfe9955318355118328323e469945975a3dfd1667379811fa35b39a803b2
 2025-07-25 18:30:00_2025乒超联赛第二阶段_乒超第一日女团：成都vs上海 张本美和出战,http://one.loiey.top:55488/txsport/100002:20255524/343100/1772921600.m3u8?txtoken=30eaac9ce8cd365947d382d217d3b464604d8b40935cf7a42dfbddf53fb5eb8b164740f18b09ee4a76f51f7daf6a4ea5cdb044baa53a37ae365842458809a2e5720a1168a83e85b2747ae89d4001bee03626b616a84cc76f9f81fab153ed1091f5e9b1720be0ed9ecedc6f20e33d1b4ed53d7bd13410147bc790aef5aa
 2025-07-25 19:30:00_NBL全国男子篮球联赛_NBL全国男子篮球联赛 江西鲸裕清酒vs长沙勇胜,http://one.loiey.top:55488/txsport/100002:20255357/342320/1387843300.m3u8?txtoken=9f97dc7f413c7130186a09c7d0c080f72c96a944697a4a6ecb1a18d2f47dc2f1335ac04a62a72803a4cc78f38552c092e6bc630e1b48e0bd56dfe771a36922a6129f16e05296645bbd0306baf61f5f155b78a79e4fe861fe2c7b96ddb9ddde53f37fda007026b07d6a4bf53eeb40dd39305ea14147a1dbcd10ece1e3a2
 2025-07-25 19:30:00_全国U21青年篮球锦标赛_全国U21青年篮球锦标赛 上海久事 VS 辽宁沈阳三生,http://one.loiey.top:55488/txsport/100002:20255467/342947/1388017000.m3u8?txtoken=99b27b1f178e8456da799423a717311f396bb483c7dc16b4f175c73815f521743c6f190554c3631ec7cb246358bf6c8746812ad1c5ae4607374a0a23a743c47e4d02415a1b72844a116db2fd6b2ce3179b6d8811bc40862f88e26437fe3253a8f6910b56efa730553dbfeb756ad43ef7fbcd284e7a489a899f0e23e0cb
 2025-07-25 20:00:00_WTA250布拉格站半决赛_瓦伦托娃 vs 布兹科娃,http://one.loiey.top:55488/txsport/100308:22730/343014/1772696700.m3u8?txtoken=0e4ca23e40dcc092053190df826a2e8f0fc8a45ccad8c4009edd25abc5dafe0c8c9165cdbb1e5f6d4722249999acad034c32e1988705d86df16179b8bcea09cebfc583f38ccd5571c077c955537d301691166616ad905f6646296c827b0edc15da84d275da2aee114aa4f46bbe83ae9985341f4475dc1c8dbbf3d58883
 2025-07-25 20:00:00_WTA250布拉格站半决赛_瓦伦托娃 vs 布兹科娃_赛场原声,http://one.loiey.top:55488/txsport/100308:22730/343014/1388029100.m3u8?txtoken=1f6cabe98b23e92e72e6d2d6dc97406a3261ee340e46016d2cd4ba411f5df7d21c2c9426b61ef72da709f47026f8f1eb1c0f1c436c42cab8ad3f5506ae26379321438863f5abd49575c3ab27e4ec1060c47e1ef5c8ed89d0698bc1e64f36cb5faefc5ce47c8a3007bc56c79cae8d334eaa620f9fed76a105abbcf5a2be
 2025-07-25 20:00:00_全国U21青年篮球锦标赛_全国U21青年篮球锦标赛 长沙勇胜 VS 广东宏远,http://one.loiey.top:55488/txsport/100002:20255453/342924/1772686100.m3u8?txtoken=041a54f74ddd765bd0da991626cb73b2456d4b35363c837bbf40fa3872c5f6a2f912e7afce3c89288aab6e1aaabd2d7dfc44aae50473a065c39433d461eeb557f027dd36659c4a0bd4116db15a71f12e5246ec80dc76241835833e18ceba6edee9cf9854079937c0ed75837414cd6afc37350ba0d36f3ca456507edaff
 2025-07-25 20:00:00_NBA经典赛_NBA历史精彩回顾：詹姆斯生涯总得分突破30000分,http://one.loiey.top:55488/txsport/100002:20255507/343086/1388236000.m3u8?txtoken=b3eb8fc27c35ba55bcee0d8b2c15dc9d3ebe6372d0a73729eecdd79ceca8775d9e59eb82f091d916e034c411d296f5da8d29a1234d369e95219d36e9b6ab48dd041ff7d85e01db6d86028f86d02e8666cb6cace506e05756b2cfbc725310a6e5d15e1bfde648ef2d7d62707f59a013560e68def7387bd6a7d60cdf917f
 2025-07-25 21:30:00_WTA250布拉格站半决赛_待定 vs 诺斯科娃,http://one.loiey.top:55488/txsport/100308:22731/343015/1772696800.m3u8?txtoken=cbb93bc8ed1b362e8de1f0d894e090d3ecacc54e34538e902b0477d50ca4ca64a124543690ae0319b0413538738e916b69d7969aa93ee5b3b0d2d94e2bf28f9ff740082c89056ded4c847a6a03124b14057b2f9f7fdb8501b308e4467fcf84a0dc4e9d18ad0a1414d8cfc292856e2bf80652af5c2c445dacb11cef53ba
 2025-07-25 21:30:00_WTA250布拉格站半决赛_待定 vs 诺斯科娃_赛场原声,http://one.loiey.top:55488/txsport/100308:22731/343015/1388029200.m3u8?txtoken=a37583e4aaaa3d56da42cd9d73ad2b4af66676b2a0527661afb80c92ec2a3f51d73043804bc3916add8f07344a918f3bd18550f0c8482f5b2f2f3c0b79f82db56a376f85f68b908e3b424ca3b078ed1bc9cc2cfb73f93265a48853795998e92adeb52c5d2a2724a31d0b5effd3667a24fc6d27935ce448f1060fc82003
 2025-07-25 22:30:00_F1比利时站_F1比利时大奖赛冲刺赛排位赛_邱超,http://one.loiey.top:55488/txsport/100360:2100220/341716/1387708500.m3u8?txtoken=e39dd00fb3ee97534c14aca5877f20232f5677a26a538067d1294fbe8f26c45abecb2d8dcf7c25731876ad34205dc7c063ff2d99017fda21b10dd0474a8c6a7c786e6e5971d8cb0747d7d00bdd61a606bd374de69b9e8d832d95b561f356fd643e7854811b7e2a798664aedc505a801ca743e84dc50587783b48504f7f
 2025-07-25 22:30:00_F1比利时站_F1比利时大奖赛冲刺赛排位赛_车载镜头,http://one.loiey.top:55488/txsport/100360:2100220/341716/1772393600.m3u8?txtoken=86c2356cafc78559d478e9e19633cb23f08a6f57562d47625547d5630f9df130c6e6f90d961eedf1a9f81bd1f02f308a25cc039cc5b6d6eab9e43eb5413e35fd8dc3b527097db63ffb64c2f5c5e9beb3a2238c3c800bd83b47c72de4d4adc1cb66d996537972b594e4087bdc015da8480c3aad56e573cb34e51572b162
 2025-07-25 22:30:00_F1比利时站_F1比利时大奖赛冲刺赛排位赛_圈速信息,http://one.loiey.top:55488/txsport/100360:2100220/341716/1387708600.m3u8?txtoken=750df3d28b1e918a1033b747a9f8767dd4b5814fb7ead6aa0afa3b3358bef1e9b60463f9f054558b2a7984193372afde8f59856a1062d1b0722fbf740ea236da3046c4755567d40fbaae004a4798550e33c27c2440a48cc7f73108fa85fcc2e7982303b33caf23ecdfc4917ca982adbb27c4ed06f6190fcffb1ebc8488
 2025-07-25 22:30:00_F1比利时站_F1比利时大奖赛冲刺赛排位赛_车手位置,http://one.loiey.top:55488/txsport/100360:2100220/341716/1387708700.m3u8?txtoken=5ac9948fd1984333150fc92d1eb8186464c5a0f5f9ec91a76fa8b2897c061dd38bb608ee9c4a350e7ffcf89e393b7e9c5d26288c9be0df7b2014314358a41026df392f199c0e7996f403a7bd4c170ebe323e3d8ca52775a25d0ae2fa45b3c3041cb5647aa0dd67ed2fda4fa320f0b941ede0cf626e3c8fbe97afa943ba
 2025-07-25 22:30:00_F1比利时站_F1比利时大奖赛冲刺赛排位赛_维修区,http://one.loiey.top:55488/txsport/100360:2100220/341716/1387708800.m3u8?txtoken=5146a2d80ee15c57fad26d679d63bb38904bf9c6a76f06ad1f98131e310bb0e9b4136844c364bf1c40b6d1a034801465e2ec21d95969114a174ced70cc80a9831d8ac702e8a73145ef6352ff1fc07ad14cfe23a98b395f613ef16583e9f58107468459266530541eccd95b7a0b71390d5f3f5e8332ff1356e0557b3076
 2025-07-25 23:00:00_赛车_FE电动方程式世界锦标赛伦敦站第一回合练习赛1,http://one.loiey.top:55488/txsport/100002:20255192/341724/1387710000.m3u8?txtoken=bb5c8826b79d2b02ad79ced9cba59ddbc22ba30224afdc01fb5e02a72854c027f18f5e8781140c206b58d4481d4c568fdc4c1a8c0be18f6f48ab4a8a2e63d7df828954295bf7e74b93a684981d8fbe5139eb8179967a49e59aced4baa808c3098ab8dd7107d9be3b7ed15ed58253bb78f9a5031617171685bbf9d2f8b3
 2025-07-26 00:00:00_WTA500华盛顿站_WTA500华盛顿站1/4决赛：莱巴金娜、陶森出战_陈驰 杨宇成,http://one.loiey.top:55488/txsport/100002:20255439/343009/1772697300.m3u8?txtoken=2b0e6a12ecb59bd6f96d767844ec2c624c1b06190bd5b7c83f926cb39f9d9bbe2622d6f8faa474ce84670c8247e76bd38ea359ae2af870951b02146934a78f9020b4aaedf3c074cfa7eeecf345a189a36a3268b518fd007d0a4d9c6015ddb3ee156185b4b53bac56920484354a03e7d261752cad99805832cf3df2ebc2
 2025-07-26 00:00:00_WTA500华盛顿站_WTA500华盛顿站1/4决赛：莱巴金娜、陶森出战_赛场原声,http://one.loiey.top:55488/txsport/100002:20255439/343009/1388029600.m3u8?txtoken=b37e2ea0260705eeb8076b220d63b4fde7798c5f543944ba1c828d51e6bf539cf4c1b815b0a5cc0a3673ffc215d23ca284765eba988faf5dc36ed2713b0f6770eee2b1e4de8fee5f94e8457bf8f7e85c7246452484a9eef057f2742f3064c879507a02d9e0a41e12b372bbc8edc2a78fde52ef9cf87e87af6491e1a4a1
 2025-07-26 00:00:00_WTA500华盛顿站_WTA500华盛顿站1/4决赛：莱巴金娜、陶森出战_英文解说,http://one.loiey.top:55488/txsport/100002:20255439/343009/1388709700.m3u8?txtoken=771055298350ee0b56f8067270c7617eb2db21e0e4f25ed1d89f4b5fd1232182d63ed3d99ff18c1c6b532fd83b8fb7879865682c4bb715a4a525b4a0cae9e17d0a5ca524260754f797f535055aed4a4f040908ab333bc1d72109f6c452b922e72e464fef7a08e362e34530a8014db9cee8667636e8a52def074ed46069
